year country 	pop       so       	gdpppp 	sopc  	oe
1977	50	6392	71.36	1143	0.01116	2000					
1978	50	6578	69.95	1168	0.01063	2000					
1979	50	6783	68.2	1190	0.01005	2000					
1980	50	7009	65.45	1206	0.00934	2000					
1981	50	7257	60.21	1281	0.0083	2000					
1982	50	7531	59.23	1332	0.00786	2000					
1983	50	7822	61.99	1364	0.00793	2000					
1984	50	8116	59.72	1207	0.00736	2000					
1985	50	8406	58.55	1216	0.00697	2000					
1986	50	8692	71.72	1178	0.00825	2000					
1987	50	8976	82.67	1204	0.00921	2000					
1988	50	9256	84.24	1087	0.0091	2000					
1989	50	9532	84.21	1172	0.00883	2000					
1990	50	9805	81.89	1182	0.00835	2000					
1960	52	231	0.12	2666	0.00052	2000					
1961	52	232	0.23	2797	0.00099	2000					
1962	52	233	0.15	3022	0.00064	2000					
1963	52	233	0.24	2900	0.00103	2000					
1964	52	234	0.19	3007	0.00081	2000					
1965	52	235	0.28	3274	0.00119	2000					
1966	52	236	0.55	3367	0.00233	2000					
1967	52	236	0.84	3727	0.00356	2000					
1968	52	237	0.81	3895	0.00342	2000					
1969	52	237	0.7	4278	0.00295	2000					
1970	52	239	0.72	4638	0.00301	2000					
1971	52	240	0.78	4763	0.00325	2000					
1972	52	242	0.78	5080	0.00322	2000					
1973	52	243	0.87	5176	0.00358	2000					
1974	52	245	0.86	5083	0.00351	2000					
1975	52	246	0.89	5330	0.00362	2000					
1976	52	246	0.8	5285	0.00325	2000					
1977	52	247	0.85	5694	0.00344	2000					
1978	52	248	0.97	5827	0.00391	2000					
1979	52	247	1.03	6373	0.00417	2000					
1980	52	249	1.07	6379	0.0043	2000					
1981	52	250	1.24	6315	0.00496	2000					
1982	52	251	0.98	6094	0.0039	2000					
1983	52	252	0.81	5952	0.00321	2000					
1984	52	253	0.95	6157	0.00375	2000					
1985	52	253	0.94	6131	0.00372	2000					
1986	52	254	1.07	6707	0.00421	2000					
1987	52	255	1.15	7200	0.00451	2000					
1988	52	256	1.18	7429	0.00461	2000					
1989	52	257	1.19	7664	0.00463	2000					
1990	52	257	1.25	7412	0.00486	2000					
1960	60	3887	1.65	1660	0.00042	2000					
1961	60	4006	1.68	1686	0.00042	2000					
1962	60	4130	0.18	1694	4.40E-05	2000				
1963	60	4257	0.98	1739	0.00023	2000					
1964	60	4388	1.55	1771	0.00035	2000					
1965	60	4523	3.21	1781	0.00071	2000					
1966	60	4659	3.91	1800	0.00084	2000					
1967	60	4799	4.5	1835	0.00094	2000					
1968	60	4944	4.64	1906	0.00094	2000					
1969	60	5093	4.63	1945	0.00091	2000					
1970	60	5246	4.62	2028	0.00088	2000					
1971	60	5393	4.74	2070	0.00088	2000					
1972	60	5544	5.09	2125	0.00092	2000					
1973	60	5699	5.42	2193	0.00095	2000					
1974	60	5859	5.99	2260	0.00102	2000					
1975	60	6023	5.98	2241	0.00099	2000					
1976	60	6192	6.65	2395	0.00107	2000					
1977	60	6365	6.63	2517	0.00104	2000					
1978	60	6543	7.4	2576	0.00113	2000					
1979	60	6727	12.15	2578	0.00181	2000					
1980	60	6917	10.25	2574	0.00148	2000					
1981	60	7113	5.85	2534	0.00082	2000					
1982	60	7315	3.92	2349	0.00054	2000					
1983	60	7524	2.83	2214	0.00038	2000					
1984	60	7740	3.57	2185	0.00046	2000					
1985	60	7963	3	2090	0.00038	2000					
1986	60	8194	2.65	2037	0.00032	2000					
1987	60	8434	2.8	2104	0.00033	2000					
1988	60	8681	3.1	2125	0.00036	2000					
1989	60	8935	2.99	2137	0.00033	2000					
1990	60	9197	2.99	2127	0.00033	2000					
1960	62	1934	0.3	1039	0.00016	2000					
1961	62	2001	0.97	1031	0.00048	2000					
1962	62	2071	0.85	1046	0.00041	2000					
1963	62	2142	0.92	1052	0.00043	2000					
1964	62	2217	0.71	1076	0.00032	2000					
1965	62	2294	1.11	1121	0.00048	2000					
1966	62	2356	0.91	1150	0.00039	2000					
1967	62	2422	1	1168	0.00041	2000					
1968	62	2489	3.34	1207	0.00134	2000					
1969	62	2556	4.81	1190	0.00188	2000					
1970	62	2627	5.79	1237	0.0022	2000					
1971	62	2706	5.7	1239	0.00211	2000					
1972	62	2792	5.37	1275	0.00192	2000					
1973	62	2884	5.84	1320	0.00202	2000					
1974	62	2980	5.92	1266	0.00199	2000					
1975	62	3081	6.52	1274	0.00212	2000					
1976	62	3186	5.46	1378	0.00171	2000					
1977	62	3296	6	1471	0.00182	2000					
1978	62	3411	5.54	1533	0.00162	2000					
1979	62	3533	5.56	1532	0.00157	2000					
1980	62	3662	5.95	1519	0.00162	2000					
1981	62	3798	5.48	1503	0.00144	2000					
1982	62	3941	5.8	1439	0.00147	2000					
1983	62	4089	8.84	1374	0.00216	2000					
1984	62	4237	9.21	1381	0.00217	2000					
1985	62	4383	9.78	1387	0.00223	2000					
1986	62	4528	7.61	1381	0.00168	2000					
1987	62	4672	3.47	1400	0.00074	2000					
1988	62	4815	5.09	1417	0.00106	2000					
1989	62	4959	7	1432	0.00141	2000					
1990	62	5105	5.35	1377	0.00105	2000					
1960	64	38227	351.07	2836	0.00918	2000					
1961	64	39472	333.71	2864	0.00845	2000					
1962	64	40754	327.77	2897	0.00804	2000					
1963	64	42074	341.89	3019	0.00813	2000					
1964	64	43446	327.98	3258	0.00755	2000					
1965	64	44854	340.91	3351	0.0076	2000					
1966	64	46337	349.66	3467	0.00755	2000					
1967	64	47868	373.27	3582	0.0078	2000					
1968	64	49451	392.78	3766	0.00794	2000					
1969	64	51081	399.78	3846	0.00783	2000					
1970	64	52770	411.35	3987	0.0078	2000					
1971	64	51982	395.33	4213	0.00761	2000					
1972	64	53690	415.36	4404	0.00774	2000					
1973	64	55429	443.94	4609	0.00801	2000					
1974	64	57165	538.64	4782	0.00942	2000					
1975	64	58876	567.89	4928	0.00965	2000					
1976	64	60560	603.18	4973	0.00996	2000					
1977	64	62211	693.66	4900	0.01115	2000					
1978	64	63836	728.84	5208	0.01142	2000					
1979	64	65445	807.7	5621	0.01234	2000					
1980	64	67046	1033.19	6054	0.01541	2000					
1981	64	68637	1123.89	6467	0.01637	2000					
1982	64	70225	1063.06	5942	0.01514	2000					
1983	64	71791	917.95	5401	0.01279	2000					
1984	64	73309	1008.82	5524	0.01376	2000					
1985	64	74766	1017.62	5621	0.01361	2000					
1986	64	76178	910.17	5283	0.01195	2000					
1987	64	77562	1010	5262	0.01302	2000					
1988	64	78933	1000.97	5349	0.01268	2000					
1989	64	80312	1006.41	5566	0.01253	2000					
1990	64	81724	1028.31	5827	0.01258	2000					
1960	65	1578	4.2	1606	0.00266	2000					
1961	65	1625	4.97	1684	0.00306	2000					
1962	65	1674	5.87	1826	0.00351	2000					
1963	65	1724	6.79	1928	0.00394	2000					
1964	65	1766	9.17	2083	0.00519	2000					
1965	65	1804	9.38	2246	0.0052	2000					
1966	65	1848	9.48	2272	0.00513	2000					
1967	65	1895	8.89	2427	0.00469	2000					
1968	65	1945	11.18	2339	0.00575	2000					
1969	65	1998	4.99	2343	0.0025	2000					
1970	65	2053	4.63	2359	0.00226	2000					
1971	65	2132	5.64	2344	0.00265	2000					
1972	65	2204	4.33	2278	0.00196	2000					
1973	65	2277	4.44	2357	0.00195	2000					
1974	65	2352	5.09	2629	0.00216	2000					
1975	65	2426	4.78	2531	0.00197	2000					
1976	65	2500	5.93	2581	0.00237	2000					
1977	65	2573	5.77	2761	0.00224	2000					
1978	65	2647	4.11	2459	0.00155	2000					
1979	65	2723	2.68	1707	0.00098	2000					
1980	65	2802	3.63	1853	0.0013	2000					
1981	65	2884	3.94	1889	0.00137	2000					
1982	65	2969	3.12	1839	0.00105	2000					
1983	65	3056	2.51	1919	0.00082	2000					
1984	65	3143	2.09	1889	0.00066	2000					
1985	65	3229	2.2	1790	0.00068	2000					
1986	65	3314	2.2	1729	0.00066	2000					
1987	65	3401	2.35	1719	0.00069	2000					
1988	65	3489	2.58	1430	0.00074	2000					
1989	65	3580	2.38	1324	0.00066	2000					
1990	65	3676	2.19	1294	0.0006	2000					
1960	71	776	86.94	5627	0.11204	2000					
1961	71	807	109.79	6116	0.13605	2000					
1962	71	838	105.39	6002	0.12576	2000					
1963	71	859	109.15	6385	0.12707	2000					
1964	71	884	116.37	6643	0.13164	2000					
1965	71	906	115.91	6428	0.12794	2000					
1966	71	925	114.85	6472	0.12416	2000					
1967	71	939	111.99	6553	0.11927	2000					
1968	71	949	119.12	6186	0.12552	2000					
1969	71	956	113.17	7092	0.11838	2000					
1970	71	971	122.34	6795	0.12599	2000					
1971	71	981	109.24	7349	0.11136	2000					
1972	71	989	103.46	7560	0.10461	2000					
1973	71	995	100.26	7670	0.10076	2000					
1974	71	1003	100.14	7918	0.09984	2000					
1975	71	1012	62.64	7990	0.0619	2000					
1976	71	1023	81.21	8775	0.07938	2000					
1977	71	1037	71.6	9387	0.06905	2000					
1978	71	1051	61.82	10249	0.05882	2000					
1979	71	1067	59.68	10802	0.05593	2000					
1980	71	1082	65.91	11262	0.06091	2000					
1981	71	1097	57.71	11738	0.05261	2000					
1982	71	1113	37.69	11368	0.03386	2000					
1983	71	1129	10.51	10433	0.00931	2000					
1984	71	1144	15.14	8273	0.01323	2000					
1985	71	1160	15.17	9701	0.01308	2000					
1986	71	1176	14.87	9637	0.01264	2000					
1987	71	1191	15.95	8630	0.01339	2000					
1988	71	1206	17.65	8085	0.01464	2000					
1989	71	1221	18.1	7818	0.01482	2000					
1990	71	1236	16.58	7764	0.01341	2000					
1960	73	20618	64.2	4462	0.00311	2000					
1961	73	20939	47.73	4777	0.00228	2000					
1962	73	21267	33.73	4528	0.00159	2000					
1963	73	21603	33.2	4293	0.00154	2000					
1964	73	21941	36.35	4705	0.00166	2000					
1965	73	22283	50.19	5018	0.00225	2000					
1966	73	22609	49.8	4956	0.0022	2000					
1967	73	22940	44.12	5018	0.00192	2000					
1968	73	23278	36.9	5169	0.00159	2000					
1969	73	23618	42.32	5501	0.00179	2000					
1970	73	23962	40.15	5637	0.00168	2000					
1971	73	24348	44.45	5817	0.00183	2000					
1972	73	24757	35.49	5810	0.00143	2000					
1973	73	25183	42.95	5926	0.00171	2000					
1974	73	25617	51.42	6168	0.00201	2000					
1975	73	26052	46.35	6052	0.00178	2000					
1976	73	26489	48.21	5852	0.00182	2000					
1977	73	26928	52.95	6132	0.00197	2000					
1978	73	27367	42.56	5849	0.00156	2000					
1979	73	27804	45.6	6306	0.00164	2000					
1980	73	28237	48.02	6506	0.0017	2000					
1981	73	28666	40.67	6068	0.00142	2000					
1982	73	29089	35.56	5487	0.00122	2000					
1983	73	29507	26.42	5608	0.0009	2000					
1984	73	29921	27.1	5724	0.00091	2000					
1985	73	30331	28.06	5324	0.00093	2000					
1986	73	30737	31.49	5624	0.00102	2000					
1987	73	31139	32.23	5720	0.00104	2000					
1988	73	31536	35.26	5349	0.00112	2000					
1989	73	31931	34.13	4906	0.00107	2000					
1990	73	32322	30.73	4706	0.00095	2000					
1960	74	3428	6.61	1148	0.00193	2000					
1961	74	3507	5.99	1150	0.00171	2000					
1962	74	3588	5.54	1219	0.00154	2000					
1963	74	3670	6.91	1264	0.00188	2000					
1964	74	3755	8.8	1277	0.00234	2000					
1965	74	3841	8.98	1346	0.00234	2000					
1966	74	3933	10.77	1396	0.00274	2000					
1967	74	4028	10.01	1429	0.00249	2000					
1968	74	4124	9.54	1545	0.00231	2000					
1969	74	4224	12.48	1555	0.00295	2000					
1970	74	4325	12.91	1661	0.00298	2000					
1971	74	4431	12.28	1699	0.00277	2000					
1972	74	4540	12.97	1693	0.00286	2000					
1973	74	4653	13.23	1803	0.00284	2000					
1974	74	4771	12.73	1838	0.00267	2000					
1975	74	4894	13.03	1835	0.00266	2000					
1976	74	5022	12.83	1950	0.00255	2000					
1977	74	5156	14.73	1977	0.00286	2000					
1978	74	5295	14.31	2015	0.0027	2000					
1979	74	5437	12.75	2044	0.00235	2000					
1980	74	5581	13.2	1989	0.00237	2000					
1981	74	5728	12.83	2012	0.00224	2000					
1982	74	5878	11.75	1864	0.002	2000					
1983	74	6030	10.33	1816	0.00171	2000					
1984	74	6185	9.33	1780	0.00151	2000					
1985	74	6342	9.07	1754	0.00143	2000					
1986	74	6502	6.84	1674	0.00105	2000					
1987	74	6665	8.03	1667	0.0012	2000					
1988	74	6831	10.15	1670	0.00149	2000					
1989	74	7000	12.23	1665	0.00175	2000					
1990	74	7172	15.39	1658	0.00215	2000					
1960	75	72594	120.6	1784	0.00166	2000					
1961	75	74799	129.99	1873	0.00174	2000					
1962	75	77061	158.53	1924	0.00206	2000					
1963	75	79400	160.34	1893	0.00202	2000					
1964	75	81815	164.2	1892	0.00201	2000					
1965	75	84288	164.84	1871	0.00196	2000					
1966	75	86483	180.51	1903	0.00209	2000					
1967	75	88735	187.13	1969	0.00211	2000					
1968	75	91045	203.78	2154	0.00224	2000					
1969	75	93412	219.21	2236	0.00235	2000					
1970	75	95847	231.34	2434	0.00241	2000					
1971	75	98215	235.38	2659	0.0024	2000					
1972	75	100612	259.17	2907	0.00258	2000					
1973	75	103045	311.28	3228	0.00302	2000					
1974	75	105517	352.51	3458	0.00334	2000					
1975	75	108032	353.2	3505	0.00327	2000					
1976	75	110590	375.12	3781	0.00339	2000					
1977	75	113187	423.07	3860	0.00374	2000					
1978	75	115830	448.92	3886	0.00388	2000					
1979	75	118528	508.79	4078	0.00429	2000					
1980	75	121286	517.79	4303	0.00427	2000					
1981	75	124098	521.74	3997	0.0042	2000					
1982	75	126962	502.35	3968	0.00396	2000					
1983	75	129853	503.92	3753	0.00388	2000					
1984	75	132730	573.48	3833	0.00432	2000					
1985	75	135564	573.53	4017	0.00423	2000					
1986	75	138357	565.97	4294	0.00409	2000					
1987	75	141105	583.52	4317	0.00414	2000					
1988	75	143803	593.47	4208	0.00413	2000					
1989	75	146449	575.32	4271	0.00393	2000					
1990	75	149042	526.55	4042	0.00353	2000					
1960	76	7695	485.35	2885	0.06307	2000					
1961	76	7883	495.41	3012	0.06285	2000					
1962	76	8071	523.06	3068	0.06481	2000					
1963	76	8258	520.83	3142	0.06307	2000					
1964	76	8446	540.56	3177	0.064	2000					
1965	76	8633	500.05	3264	0.05792	2000					
1966	76	8808	549.49	3431	0.06239	2000					
1967	76	8981	544.86	3435	0.06067	2000					
1968	76	9156	541.47	3493	0.05914	2000					
1969	76	9330	565.47	3563	0.06061	2000					
1970	76	9504	558.78	3605	0.05879	2000					
1971	76	9680	563.75	3881	0.05824	2000					
1972	76	9853	559.19	3852	0.05675	2000					
1973	76	10023	562.82	3615	0.05615	2000					
1974	76	10189	672.93	3561	0.06604	2000					
1975	76	10350	603.76	2986	0.05833	2000					
1976	76	10508	706.89	2942	0.06727	2000					
1977	76	10661	732.73	3203	0.06873	2000					
1978	76	10815	703.12	3419	0.06501	2000					
1979	76	10975	712.92	3699	0.06496	2000					
1980	76	11145	709.31	3892	0.06364	2000					
1981	76	11325	701.94	4120	0.06198	2000					
1982	76	11516	778.25	3460	0.06758	2000					
1983	76	11714	785.74	3200	0.06708	2000					
1984	76	11917	804.24	3373	0.06749	2000					
1985	76	12122	838.48	3467	0.06917	2000					
1986	76	12329	865.63	3572	0.07021	2000					
1987	76	12538	867.17	3782	0.06916	2000					
1988	76	12748	906.77	3989	0.07113	2000					
1989	76	12961	1002.94	4361	0.07738	2000					
1990	76	13173	998.42	4338	0.07579	2000					
1960	77	15754	37.28	1684	0.00237	2000					
1961	77	16275	38.82	1734	0.00239	2000					
1962	77	16815	40.89	1768	0.00243	2000					
1963	77	17868	43.46	1728	0.00243	2000					
1964	77	17906	43.08	1861	0.00241	2000					
1965	77	18489	41.19	1816	0.00223	2000					
1966	77	19022	40.03	1915	0.0021	2000					
1967	77	19618	47.05	1880	0.0024	2000					
1968	77	20179	51.32	1957	0.00254	2000					
1969	77	20647	53.95	2043	0.00261	2000					
1970	77	21360	46.03	2140	0.00215	2000					
1971	77	21871	48.19	2234	0.0022	2000					
1972	77	22350	49.52	2337	0.00222	2000					
1973	77	22812	53.29	2440	0.00234	2000					
1974	77	23282	59.12	2511	0.00254	2000					
1975	77	23776	58.76	2504	0.00247	2000					
1976	77	24291	61.56	2592	0.00253	2000					
1977	77	24828	66.27	2648	0.00267	2000					
1978	77	25383	64.54	2797	0.00254	2000					
1979	77	25950	69.26	2878	0.00267	2000					
1980	77	26525	67.22	2946	0.00253	2000					
1981	77	27109	68.76	2967	0.00254	2000					
1982	77	27703	66.88	2943	0.00241	2000					
1983	77	28301	84	2916	0.00297	2000					
1984	77	28896	96.09	2949	0.00333	2000					
1985	77	29481	88.02	2968	0.00299	2000					
1986	77	30058	87.19	3046	0.0029	2000					
1987	77	30627	90.62	3167	0.00296	2000					
1988	77	31189	87.55	3231	0.00281	2000					
1989	77	31746	95.8	3286	0.00302	2000					
1990	77	32300	96.65	3300	0.00299	2000					
1960	81	9936	222.52	2019	0.0224	2000					
1961	81	10238	233.85	2134	0.02284	2000					
1962	81	10550	193.92	2276	0.01838	2000					
1963	81	10872	169.75	2334	0.01561	2000					
1964	81	11203	194.12	2426	0.01733	2000					
1965	81	11545	210.33	2501	0.01822	2000					
1966	81	11858	210.34	2640	0.01774	2000					
1967	81	12178	209.61	2678	0.01721	2000					
1968	81	12507	222.95	2559	0.01783	2000					
1969	81	12846	221.38	2605	0.01723	2000					
1970	81	13193	228.74	2736	0.01734	2000					
1971	81	13568	227.59	2796	0.01677	2000					
1972	81	13952	241.86	2784	0.01734	2000					
1973	81	14347	235.73	2928	0.01643	2000					
1974	81	14750	236.77	3138	0.01605	2000					
1975	81	15161	203.66	3164	0.01343	2000					
1976	81	15580	230.04	3105	0.01477	2000					
1977	81	16007	313.07	3044	0.01956	2000					
1978	81	16438	317.68	2796	0.01933	2000					
1979	81	16869	338.92	2798	0.02009	2000					
1980	81	17295	319.65	2875	0.01848	2000					
1981	81	17717	305.65	3062	0.01725	2000					
1982	81	18134	309.79	2977	0.01708	2000					
1983	81	18549	293.76	2563	0.01584	2000					
1984	81	18964	325.31	2571	0.01715	2000					
1985	81	19383	338.8	2565	0.01748	2000					
1986	81	19804	320.87	2838	0.0162	2000					
1987	81	20228	336.71	3036	0.01665	2000					
1988	81	20654	273.92	2724	0.01326	2000					
1989	81	21082	312.81	2246	0.01484	2000					
1990	81	21512	279.55	2188	0.013	2000					
1960	83	2538	13.64	3968	0.00537	2000					
1961	83	2568	12.65	3915	0.00493	2000					
1962	83	2599	11.86	3904	0.00456	2000					
1963	83	2630	12.08	3799	0.00459	2000					
1964	83	2661	11.8	3886	0.00443	2000					
1965	83	2693	12.64	3698	0.00469	2000					
1966	83	2716	12.29	3872	0.00453	2000					
1967	83	2738	11.4	3705	0.00416	2000					
1968	83	2761	9.85	3672	0.00357	2000					
1969	83	2785	10.48	3904	0.00376	2000					
1970	83	2808	11.25	4121	0.00401	2000					
1971	83	2818	10.77	4104	0.00382	2000					
1972	83	2820	9.3	4026	0.0033	2000					
1973	83	2821	10.3	4098	0.00365	2000					
1974	83	2822	11.47	4142	0.00406	2000					
1975	83	2829	11.83	4310	0.00418	2000					
1976	83	2845	10.32	4358	0.00363	2000					
1977	83	2862	11.5	4355	0.00402	2000					
1978	83	2879	12.21	4542	0.00424	2000					
1979	83	2896	9.72	4816	0.00336	2000					
1980	83	2914	12.19	5091	0.00418	2000					
1981	83	2932	10.73	5162	0.00366	2000					
1982	83	2951	9.5	4655	0.00322	2000					
1983	83	2970	5.97	4056	0.00201	2000					
1984	83	2989	6.1	3952	0.00204	2000					
1985	83	3008	4.99	3969	0.00166	2000					
1986	83	3025	6.27	4316	0.00207	2000					
1987	83	3042	5.55	4767	0.00182	2000					
1988	83	3060	5.49	4687	0.00179	2000					
1989	83	3077	5.15	4676	0.00167	2000					
1990	83	3094	5.15	4602	0.00166	2000					
1960	84	7303	384.78	6338	0.05269	2000					
1961	84	7592	377.29	6387	0.0497	2000					
1962	84	7894	397.3	6749	0.05033	2000					
1963	84	8206	415.73	6942	0.05066	2000					
1964	84	8532	412.15	7404	0.04831	2000					
1965	84	8869	428.89	7512	0.04836	2000					
1966	84	9192	398.78	7322	0.04338	2000					
1967	84	9527	420.4	7390	0.04413	2000					
1968	84	9872	423.35	7526	0.04288	2000					
1969	84	10232	395.26	7607	0.03863	2000					
1970	84	10604	455.71	7753	0.04298	2000					
1971	84	10978	409.45	7589	0.0373	2000					
1972	84	11365	346.44	7494	0.03048	2000					
1973	84	11771	396.35	7377	0.03367	2000					
1974	84	12202	420.58	7415	0.03447	2000					
1975	84	12665	301.94	7401	0.02384	2000					
1976	84	13123	296.76	7803	0.02261	2000					
1977	84	13575	326.54	8169	0.02405	2000					
1978	84	14018	314.36	8257	0.02243	2000					
1979	84	14450	324.46	8092	0.02245	2000					
1980	84	14871	329.57	7401	0.02216	2000					
1981	84	15300	303.49	7209	0.01984	2000					
1982	84	15744	273.74	6857	0.01739	2000					
1983	84	16184	242.45	6530	0.01498	2000					
1984	84	16630	244.3	6374	0.01469	2000					
1985	84	17077	256.34	6225	0.01501	2000					
1986	84	17526	246.18	6382	0.01405	2000					
1987	84	17974	242.92	6483	0.01352	2000					
1988	84	18422	276.15	6776	0.01499	2000					
1989	84	18872	269.77	5907	0.01429	2000					
1990	84	19325	263.61	6055	0.01364	2000					
1960	88	667073	5097.83	567	0.00764	2000					
1961	88	660333	3596.02	477	0.00545	2000					
1962	88	665773	2872.67	445	0.00431	2000					
1963	88	682333	2838.47	470	0.00416	2000					
1964	88	698353	2816.06	519	0.00403	2000					
1965	88	715183	3035.38	577	0.00424	2000					
1966	88	735403	3292.22	641	0.00448	2000					
1967	88	754553	2705.48	596	0.00359	2000					
1968	88	774513	2913.9	547	0.00376	2000					
1969	88	796033	3532.18	617	0.00444	2000					
1970	88	818315	4675.04	696	0.00571	2000					
1971	88	841105	5185.53	709	0.00617	2000					
1972	88	862030	5442.81	712	0.00631	2000					
1973	88	881940	5568.69	740	0.00631	2000					
1974	88	900350	5573.93	737	0.00619	2000					
1975	88	916395	6476.3	766	0.00707	2000					
1976	88	930685	6510.99	725	0.007	2000					
1977	88	943455	7426.27	762	0.00787	2000					
1978	88	956165	8302.58	823	0.00868	2000					
1979	88	969005	8509.41	879	0.00878	2000					
1980	88	981235	8329.02	972	0.00849	2000					
1981	88	993861	8314.97	966	0.00837	2000					
1982	88	1008599	8886.3	963	0.00881	2000					
1983	88	1023288	9481.98	1029	0.00927	2000					
1984	88	1036803	10452.01	1136	0.01008	2000				
1985	88	1051013	11512.6	1262	0.01095	2000					
1986	88	1066758	11818.45	1239	0.01108	2000				
1987	88	1083998	12282.13	1261	0.01133	2000				
1988	88	1101596	12938.78	1326	0.01175	2000				
1989	88	1118619	13886.39	1352	0.01241	2000				
1990	88	1133683	14213.89	1324	0.01254	2000				
1960	89	3051	3	2247	0.00098	2000					
1961	89	3154	3.16	2353	0.001	2000					
1962	89	3291	2.87	2565	0.00087	2000					
1963	89	3406	2.64	2935	0.00078	2000					
1964	89	3490	2.38	3122	0.00068	2000					
1965	89	3582	2.32	3492	0.00065	2000					
1966	89	3614	1.96	3715	0.00054	2000					
1967	89	3707	1.51	3760	0.00041	2000					
1968	89	3787	1.01	3884	0.00027	2000					
1969	89	3847	0.58	4296	0.00015	2000					
1970	89	3942	0.3	4502	7.60E-05	2000				
1971	89	4012	0.38	4844	9.50E-05	2000				
1972	89	4089	0.26	5207	6.40E-05	2000				
1973	89	4173	0.22	5758	5.30E-05	2000				
1974	89	4263	0.13	5675	3.00E-05	2000				
1975	89	4360	0.12	5629	2.80E-05	2000				
1976	89	4443	0.16	6312	3.60E-05	2000				
1977	89	4510	0.13	7059	2.90E-05	2000				
1978	89	4597	0.09	7737	2.00E-05	2000				
1979	89	4979	0.07	7941	1.40E-05	2000				
1980	89	5039	0.04	8719	7.90E-06	2000				
1981	89	5120	0.76	9341	0.00015	2000					
1982	89	5202	18.9	9493	0.00363	2000					
1983	89	5285	40.58	9956	0.00768	2000					
1984	89	5370	51.41	10609	0.00957	2000					
1985	89	5456	63.2	10599	0.01158	2000					
1986	89	5524	71.52	11520	0.01295	2000					
1987	89	5581	87.55	12961	0.01569	2000					
1988	89	5627	103.44	13969	0.01838	2000					
1989	89	5686	111.98	14260	0.01969	2000					
1990	89	5705	100.51	14849	0.01762	2000					
1960	90	434825	544.37	766	0.00125	2000					
1961	90	443914	578.73	751	0.0013	2000					
1962	90	454373	626.93	760	0.00138	2000					
1963	90	465105	681.79	815	0.00147	2000					
1964	90	476112	649.36	847	0.00136	2000					
1965	90	487337	698.69	751	0.00143	2000					
1966	90	498836	716.56	653	0.00144	2000					
1967	90	510554	733.55	698	0.00144	2000					
1968	90	522546	775.79	725	0.00148	2000					
1969	90	534921	773.6	759	0.00145	2000					
1970	90	547569	802.85	802	0.00147	2000					
1971	90	560268	791.26	808	0.00141	2000					
1972	90	573130	819.96	786	0.00143	2000					
1973	90	586220	849.62	786	0.00145	2000					
1974	90	599643	920.59	765	0.00154	2000					
1975	90	613459	1028.12	815	0.00168	2000					
1976	90	627632	1079.9	812	0.00172	2000					
1977	90	642134	1087.53	857	0.00169	2000					
1978	90	656941	1097.15	882	0.00167	2000					
1979	90	672021	1128.24	837	0.00168	2000					
1980	90	687332	1202.18	882	0.00175	2000					
1981	90	702821	1336.45	908	0.0019	2000					
1982	90	718426	1404.85	936	0.00196	2000					
1983	90	734072	1453.39	986	0.00198	2000					
1984	90	749677	1549.72	1008	0.00207	2000					
1985	90	765147	1613.24	1050	0.00211	2000					
1986	90	781893	1745.21	1092	0.00223	2000					
1987	90	798680	1905.77	1123	0.00239	2000					
1988	90	815590	2023.29	1204	0.00248	2000					
1989	90	832535	2145.23	1235	0.00258	2000					
1990	90	849515	2192.57	1264	0.00258	2000					
1960	91	93506	29.84	638	0.00032	2000					
1961	91	96489	30.63	666	0.00032	2000					
1962	91	99568	23.31	653	0.00023	2000					
1963	91	101660	21.82	611	0.00021	2000					
1964	91	103788	10.65	622	0.0001	2000					
1965	91	105962	12.76	608	0.00012	2000					
1966	91	108184	12.3	612	0.00011	2000					
1967	91	110452	12.94	618	0.00012	2000					
1968	91	112768	14.69	644	0.00013	2000					
1969	91	115130	14.48	682	0.00013	2000					
1970	91	117537	22.07	715	0.00019	2000					
1971	91	120389	35.59	737	0.0003	2000					
1972	91	123360	50.08	763	0.00041	2000					
1973	91	126410	62.33	831	0.00049	2000					
1974	91	129499	70.65	892	0.00055	2000					
1975	91	132589	67.19	953	0.00051	2000					
1976	91	135903	67.43	978	0.0005	2000					
1977	91	139096	79.61	1033	0.00057	2000					
1978	91	142204	78.78	1124	0.00055	2000					
1979	91	145262	92.28	1192	0.00064	2000					
1980	91	148303	115.42	1281	0.00078	2000					
1981	91	151305	107.07	1480	0.00071	2000					
1982	91	154245	103.11	1487	0.00067	2000					
1983	91	157157	102.6	1570	0.00065	2000					
1984	91	160075	120.67	1610	0.00075	2000					
1985	91	163036	126.17	1651	0.00077	2000					
1986	91	166015	139.98	1687	0.00084	2000					
1987	91	168990	153.5	1703	0.00091	2000					
1988	91	171994	157.33	1729	0.00091	2000					
1989	91	175063	178.44	1826	0.00102	2000					
1990	91	178232	194.01	1974	0.00109	2000					
1960	97	24756	53.52	904	0.00216	2000					
1961	97	25420	71.67	918	0.00282	2000					
1962	97	26097	78.62	928	0.00301	2000					
1963	97	26796	86.68	989	0.00323	2000					
1964	97	27514	89.75	1024	0.00326	2000					
1965	97	28421	80.71	1058	0.00284	2000					
1966	97	29146	94.63	1163	0.00325	2000					
1967	97	29835	105.83	1214	0.00355	2000					
1968	97	30531	107.47	1338	0.00352	2000					
1969	97	31233	122.34	1457	0.00392	2000					
1970	97	31923	147.67	1680	0.00463	2000					
1971	97	32596	159.14	1815	0.00488	2000					
